file	url	year	months	day	hours	minutes	seconds	db	frequency	duration
event20230219_032957_14.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_032957_14.jpg width="700" height="400">	2023	02	19	03	29	57	-67.5	2027.5	0.1
event20230219_034343_15.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_034343_15.jpg width="700" height="400">	2023	02	19	03	43	43	-68.1	2091.9	0.1
event20230219_034415_16.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_034415_16.jpg width="700" height="400">	2023	02	19	03	44	15	-64.8	2123.3	0.3
event20230219_034527_17.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_034527_17.jpg width="700" height="400">	2023	02	19	03	45	27	-60.1	2045.9	0.2
event20230219_035059_18.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_035059_18.jpg width="700" height="400">	2023	02	19	03	50	59	-68.8	1996.9	0.1
event20230219_042156_19.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_042156_19.jpg width="700" height="400">	2023	02	19	04	21	56	-62.3	2070.1	0.4
event20230219_193553_2.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_193553_2.jpg width="700" height="400">	2023	02	19	19	35	53	-60.5	2078	0.2
event20230219_194352_3.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_194352_3.jpg width="700" height="400">	2023	02	19	19	43	52	-52	2096	0.2
event20230219_201118_4.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_201118_4.jpg width="700" height="400">	2023	02	19	20	11	18	-62.2	2074.4	0.1
event20230219_201325_5.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_201325_5.jpg width="700" height="400">	2023	02	19	20	13	25	-60.4	2043.4	0.2
event20230219_204728_6.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_204728_6.jpg width="700" height="400">	2023	02	19	20	47	28	-60.5	2069.4	0.1
event20230219_204947_7.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_204947_7.jpg width="700" height="400">	2023	02	19	20	49	47	-52	2039.1	0.2
event20230219_214228_8.jpg	<img src=https://ik.imagekit.io/nb4gbrqqe/event20230219_214228_8.jpg width="700" height="400">	2023	02	19	21	42	28	-55	2054.2	0.4
